GENEID	CHROMOSOME	START	END	STRAND	BAND	SYMBOL	ENTREZID	REFSEQID
ENSG00000206305	HSCHR6_MHC_QBL	32538584	32544863	1	null	null	100507686,100510623,100133763,100133678	null
ENSG00000206306	HSCHR6_MHC_QBL	32481203	32511820	-1	null	null	100290966,100294276,100509246	null
ENSG00000206308	HSCHR6_MHC_QBL	32365090	32370300	1	null	null	null	null
ENSG00000075399	16	89773541	89787394	-1	q24.3	C16orf7	9605	NM_004913
ENSG00000221931	11	123624196	123625253	-1	q24.1	OR6X1	390260	NM_001005188
ENSG00000221932	11	124789140	124790573	1	q24.2	HEPN1	641654	NM_001037558
ENSG00000233911	HSCHR6_MHC_COX	31124663	31131037	-1	null	null	5460	null
ENSG00000221933	7	143771275	143772288	1	q35	OR2A25	392138	NM_001004488
ENSG00000100814	14	20779529	20801457	-1	q11.2	CCNB1IP1	57820	NM_182851,NM_182852,NM_021178,NM_182849
ENSG00000100815	14	92434243	92506403	-1	q32.12	TRIP11	9321	NM_004239
ENSG00000221937	7	142919130	142920162	1	q34	TAS2R40	259286	NM_176882
ENSG00000221938	7	143826151	143827162	1	q35	OR2A14	135941	NM_001001659
ENSG00000233917	15	22051853	22082822	-1	q11.2	POTEB	100287399	null
ENSG00000100813	14	23527776	23564823	-1	q11.2	ACIN1	22985	NM_001164817,NM_001164815,NM_001164814,NM_014977,NM_001164816
ENSG00000100811	14	100705322	100749129	1	q32.2	YY1	7528	NM_003403
ENSG00000206310	HSCHR6_MHC_QBL	32218297	32297155	-1	null	null	null	null
ENSG00000206312	HSCHR6_MHC_QBL	32120241	32149468	-1	null	null	null	null
ENSG00000074071	16	1821891	1823156	-1	p13.3	MRPS34	65993	NM_023936
ENSG00000206314	HSCHR6_MHC_QBL	32116164	32120921	-1	null	null	63940	null
ENSG00000206315	HSCHR6_MHC_QBL	32110133	32115584	-1	null	null	5089	null
ENSG00000219626	2	24299396	24392509	1	p23.3	null	375190	NM_001145710
ENSG00000062096	X	2959512	3030767	1	p22.33	ARSF	416	NM_001201538,NM_001201539,NM_004042
ENSG00000099364	16	30934392	30960104	1	p11.2	FBXL19	54620	NM_001099784
ENSG00000099365	16	31000577	31021824	-1	p11.2	STX1B	112755	NM_052874
ENSG00000100823	14	20923354	20925933	1	q11.2	APEX1	328	NM_080648,NM_080649,NM_001641
ENSG00000221944	2	233412779	233415226	-1	q37.1	TIGD1	200765	NM_145702
ENSG00000221946	19	35634154	35645205	1	q13.12	FXYD7	53822	NM_022006
ENSG00000221947	8	71581600	71702606	1	q13.3	XKR9	389668	NM_001011720
ENSG00000233927	19	8386384	8387809	1	p13.2	RPS28	6234	NM_001031
ENSG00000221949	12	62995531	62997214	-1	q14.1	C12orf61	283416	NM_175895
ENSG00000206320	HSCHR6_MHC_QBL	32106368	32109724	-1	null	null	177	null
ENSG00000206324	HSCHR6_MHC_QBL	32093612	32103496	-1	null	null	10554	null
ENSG00000086061	9	33025209	33039905	1	p21.1	DNAJA1	3301	NM_001539
ENSG00000086062	9	33104080	33167354	-1	p21.1	B4GALT1	2683	NM_001497
ENSG00000086065	9	33264940	33281977	1	p13.3	CHMP5	51510	NM_001195536,NM_016410
ENSG00000206329	HSCHR6_MHC_QBL	32078834	32089078	1	null	null	null	null
ENSG00000099377	16	30996519	31000473	1	p11.2	HSD3B7	80270	NM_025193,NM_001142777,NM_001142778
ENSG00000233931	HSCHR6_MHC_SSTO	30093487	30106107	1	null	null	null	null
ENSG00000221953	1	247273462	247275719	-1	q44	C1orf229	388759	NM_207401
ENSG00000112812	6	27215480	27224403	1	p22.1	PRSS16	10279	NM_005865
ENSG00000221955	3	124801480	124998021	-1	q21.2	SLC12A8	84561	NM_024628,NM_001195483
ENSG00000233932	15	48483867	48495951	1	q21.1	CTXN2	399697	NM_001145668
ENSG00000100836	14	23790498	23795394	1	q11.2	PABPN1	8106	NM_004643
ENSG00000221957	19	55344220	55358673	1	q13.42	KIR2DS4	null	null
ENSG00000112818	6	46761127	46807515	1	p12.3	MEP1A	4224	NM_005588
ENSG00000221954	11	50003009	50004071	-1	p11.12	OR4C12	283093	NM_001005270
ENSG00000206331	HSCHR6_MHC_QBL	32073755	32079766	-1	null	null	80863	null
ENSG00000205002	8	117950438	117956726	1	q24.11	C8orf85	441376	NM_001025357
ENSG00000099381	16	30968615	30995985	1	p11.2	SETD1A	9739	NM_014712
ENSG00000206338	HSCHR6_MHC_QBL	31818406	31967104	1	null	null	100510686	null
ENSG00000099385	16	30845373	30905623	-1	p11.2	BCL7C	9274	NR_031576,NM_004765
ENSG00000221961	2	240981230	240982399	-1	q37.3	PRR21	643905	NM_001080835
ENSG00000221962	3	152057484	152058779	-1	q25.1	TMEM14E	645843	NM_001123228
ENSG00000100842	14	23825611	23834961	-1	q11.2	EFS	10278	NM_005864,NM_032459
ENSG00000221963	22	36044442	36057404	1	q12.3	APOL6	80830	NM_030641
ENSG00000124802	6	8015959	8102811	-1	p24.3	EEF1E1	9521	NM_004280,NM_001135650
ENSG00000232616	HSCHR6_MHC_MCF	32003304	32013975	1	null	null	null	null
ENSG00000233948	HSCHR6_MHC_MCF	28870945	28891932	-1	null	null	null	null
ENSG00000221968	11	61640991	61659523	-1	q12.2	FADS3	3995	NM_021727
ENSG00000206340	HSCHR6_MHC_QBL	31940194	31960852	1	null	null	100509001	null
ENSG00000206342	HSCHR6_MHC_QBL	31929344	31940991	1	null	null	100507708,100507684	null
ENSG00000205011	2	48756525	48759056	1	p16.3	null	null	null
ENSG00000205014	16	89284120	89302402	1	q24.3	null	100507962	null
ENSG00000206346	HSCHR6_MHC_QBL	31927979	31930461	-1	null	null	1797	null
ENSG00000205015	16	89232791	89235555	1	q24.3	null	null	null
ENSG00000218328	1	14219052	14507087	1	p36.21	C1orf196	null	null
ENSG00000221970	7	144015218	144016150	1	q35	OR2A1	402317,346528	NM_001005287
ENSG00000221972	3	133646992	133648656	-1	q22.1	C3orf36	80111	NM_025041
ENSG00000100852	14	32546189	32628934	1	q12	ARHGAP5	394	NM_001030055,NM_001173
ENSG00000221974	HSCHR6_MHC_QBL	30865549	30871471	1	null	null	2968	null
ENSG00000124812	6	49801970	49844809	-1	p12.3	CRISP1	167	NM_170609,NM_001131
ENSG00000124813	6	45295894	45518818	1	p21.1	RUNX2	860	NM_001015051,NM_001024630,NM_004348
ENSG00000221977	14	22133297	22134238	1	q11.2	OR4E2	26686	NM_001001912
ENSG00000221978	1	1321091	1334708	-1	p36.33	CCNL2	81669	NM_030937,NM_001039577
ENSG00000112837	6	85397091	85474237	-1	q14.3	TBX18	9096	NM_001080508
ENSG00000244607	3	42734155	42814745	-1	p22.1	CCDC13	152206	NM_144719
ENSG00000124818	6	47749718	47800516	1	p12.3	OPN5	221391	NM_181744
ENSG00000099399	X	30233677	30238206	1	p21.2	MAGEB2	4113	NM_002364
ENSG00000232629	6	32723875	32731311	-1	p21.32	HLA-DQB2	3120	NM_001198858
ENSG00000205018	16	89006549	89017932	1	q24.3	null	null	null
ENSG00000205020	17	34538310	34540048	1	q12	CCL4L1	388372,9560	NM_001001435
ENSG00000205021	17	34623842	34625731	-1	q12	CCL3L1	6349,414062	NM_021006
ENSG00000206353	HSCHR6_MHC_QBL	31917249	31927920	1	null	null	null	null
ENSG00000205022	16	88928034	88933026	-1	q24.3	PABPN1L	390748	NM_001080487
ENSG00000206355	HSCHR6_MHC_DBB	31103949	31119721	-1	null	null	null	null
ENSG00000219665	19	12098432	12157090	1	p13.2	null	null	null
ENSG00000206357	HSCHR6_MHC_QBL	31910261	31917261	-1	null	null	7936	null
ENSG00000218336	4	183065140	183724177	1	q34.3	ODZ3	55714	NM_001080477
ENSG00000205029	11	55606228	55607214	1	q11	OR5D16	390144	NM_001005496
ENSG00000221983	19	18682614	18688269	1	p13.11	UBA52	7311	NM_003333,NM_001033930
ENSG00000232632	HSCHR6_MHC_COX	29519995	29597543	-1	null	null	2550	null
ENSG00000221986	1	109834987	109849663	-1	p13.3	MYBPHL	343263	NM_001010985
ENSG00000136802	9	131644391	131680318	1	q34.11	LRRC8A	56262	NM_019594,NM_001127244,NM_001127245
ENSG00000221988	6	32121218	32139755	1	p21.32	PPT2	80864,9374	NM_001204103,NR_037861,NM_005155,NM_030652,NM_138717
ENSG00000221989	7	143806607	143807657	1	q35	OR2A2	442361	NM_001005480
ENSG00000232637	1	146032648	146253110	-1	q21.1	null	149013,100506032	null
ENSG00000136807	9	130547958	130553066	1	q34.11	CDK9	1025	NR_036055,NM_001261
ENSG00000136805	9	111899167	111929571	-1	q31.3	C9orf4	23732	NM_014334
ENSG00000244617	2	70187226	70189397	-1	p13.3	ASPRV1	151516	NM_152792
ENSG00000100867	14	24099378	24114848	1	q11.2	DHRS2	10202	NM_005794,NM_182908
ENSG00000124827	6	10873456	10882174	-1	p24.2	GCM2	9247	NM_004752
ENSG00000100865	14	102814623	102829253	-1	q32.31	CINP	51550	NM_032630,NM_001177611,NM_001177612
ENSG00000205030	11	55594695	55595630	1	q11	OR5L2	26338	NM_001004739
ENSG00000206366	HSCHR6_MHC_QBL	31857779	31860166	-1	null	null	221527	null
ENSG00000205036	16	88620112	88636548	-1	q24.2	C16orf85	null	null
ENSG00000109205	4	71062213	71070293	1	q13.3	ODAM	54959	NM_017855
ENSG00000205037	16	88121647	88134565	-1	q24.2	null	null	null
ENSG00000221990	5	441645	443258	-1	p15.33	C5orf55	116349	NM_138464
ENSG00000109208	4	71226478	71232875	1	q13.3	SMR3A	26952	NM_012390
ENSG00000205038	8	110374706	110542559	1	q23.1	PKHD1L1	93035	NM_177531
ENSG00000232641	HSCHR6_MHC_MCF	29624568	29639934	1	null	null	null	null
ENSG00000123500	6	116440086	116479910	-1	q22.1	COL10A1	1300	NM_000493
ENSG00000136811	9	131217466	131263239	1	q34.11	ODF2	4957	NR_036756,NM_153440,NR_036757,NM_153432,NM_153433,NM_153435,NM_153436,NM_153437,NM_153439,NR_036754,NM_002540,NR_036755
ENSG00000244623	7	99473610	99474680	-1	q22.1	OR2AE1	81392	NM_001005276
ENSG00000231314	HSCHR6_MHC_APD	31559653	31561620	-1	null	null	4050	null
ENSG00000112855	5	140071011	140078889	1	q31.3	HARS2	23438	NM_012208
ENSG00000123505	6	111195973	111216916	1	q21	AMD1	262	NM_001033059,NM_001634
ENSG00000256606	HG79_PATCH	136225525	136251634	-1	null	null	6836	null
ENSG00000256607	HSCHR17_1_CTG4	39533921	39538495	-1	null	null	null	null
ENSG00000231319	HSCHR6_MHC_MANN	29054088	29055094	-1	null	null	442184	null
ENSG00000112851	5	65222303	65378377	1	q12.3	ERBB2IP	55914	NM_001006600,NM_018695
ENSG00000112852	5	140474227	140476962	1	q31.3	PCDHB2	56133	NM_018936
ENSG00000256605	11	48157243	48161324	-1	p11.2	null	100287223	null
ENSG00000256602	12	45609077	45611004	-1	q12	null	null	null
ENSG00000244624	21	31988750	31989003	1	q22.11	KRTAP20-1	337975	NM_181615
ENSG00000256608	16	81497497	81498464	-1	q23.2	null	null	null
ENSG00000136810	9	113006091	113018920	-1	q31.3	TXN	7295	NM_003329
ENSG00000136816	9	132565432	132573560	1	q34.11	TOR1B	27348	NM_014506
ENSG00000221996	11	4388493	4389616	-1	p15.4	OR52B4	143496	NM_001005161
ENSG00000136813	9	114122972	114247025	-1	q31.3	KIAA0368	23392	NM_001080398
ENSG00000206372	HSCHR6_MHC_QBL	31855958	31903846	1	null	null	717	null
ENSG00000205041	19	40779396	40781386	-1	q13.2	null	100507646,100510244	null
ENSG00000221994	X	47842756	47931025	-1	p11.23	ZNF630	57232	NM_001190255,NM_001037735,NR_033730
ENSG00000256601	15	23811004	23811513	-1	q11.2	null	null	null
ENSG00000206376	HSCHR6_MHC_QBL	31837931	31855870	-1	null	null	10919	null
ENSG00000205045	17	33800708	33864880	-1	q12	SLFN12L	100506736,342615	NM_001195790,NM_001145027
ENSG00000206378	HSCHR6_MHC_QBL	31821363	31837173	-1	null	null	80736	null
ENSG00000229006	HSCHR6_MHC_SSTO	28870844	28891821	-1	null	null	5987	null
ENSG00000206379	HSCHR6_MHC_DBB	30685747	30700772	-1	null	null	10211	null
ENSG00000218357	22	47857048	47882860	-1	q13.31	null	null	null
ENSG00000221995	17	27400537	27418537	-1	q11.2	TIAF1	9220	NM_004740
ENSG00000111530	12	67663061	67713731	1	q14.3	CAND1	55832	NM_018448
ENSG00000231321	HSCHR6_MHC_MANN	33315298	33322384	-1	null	null	6257	null
ENSG00000232653	15	32885657	32896179	1	q13.3	null	643699,727909	null
ENSG00000256612	19	41430178	41455139	1	q13.2	null	null	null
ENSG00000256610	1	852955	856396	-1	p36.33	null	null	null
ENSG00000148803	10	135168658	135171529	-1	q26.3	C10orf125	282969	NM_001098483,NM_198472
ENSG00000111536	12	68595131	68619601	-1	q15	IL26	55801	NM_018402
ENSG00000111537	12	68548548	68553527	-1	q15	IFNG	3458	NM_000619
ENSG00000256617	HSCHR1_2_CTG31	155216171	155219645	1	null	null	100510711,100510712	null
ENSG00000100888	14	21853354	21905457	-1	q11.2	CHD8	57680	NM_020920,NM_001170629
ENSG00000110203	11	71825915	71850936	1	q13.4	FOLR3	2352	NM_000804
ENSG00000231325	HSCHR6_MHC_COX	31631877	31639232	-1	null	null	80741	null
ENSG00000256611	8	977279	978610	1	p23.3	null	null	null
ENSG00000100889	14	24563368	24573339	1	q11.2	PCK2	5106	NM_004563,NM_001018073
ENSG00000136827	9	132575222	132586413	-1	q34.11	TOR1A	1861	NM_000113
ENSG00000256600	1	9887668	9888316	-1	p36.22	null	null	null
ENSG00000110200	11	71817424	71823826	-1	q13.4	C11orf51	25906	NM_014042
ENSG00000100884	14	24540046	24547309	1	q11.2	CPNE6	9362	NM_006032
ENSG00000206380	HSCHR6_MHC_QBL	31792647	31797799	1	null	null	50854	NR_002742
ENSG00000256618	17	22022437	22023991	1	p11.2	MTRNR2L1,MTRNR2L2	100462977,100462981	NM_001190452
ENSG00000136824	9	106856541	106903698	1	q31.1	SMC2	10592	NM_001042550,NM_001042551,NM_006444
ENSG00000206383	HSCHR6_MHC_QBL	31767647	31773092	-1	null	null	null	null
ENSG00000206384	3	130279178	130395888	1	q22.1	COL6A6	131873	NM_001102608
ENSG00000205047	16	87731749	87739290	-1	q24.2	null	null	NR_024488
ENSG00000136819	9	132589569	132598142	-1	q34.11	C9orf78	51759	NM_016520
ENSG00000205056	12	92815307	92885867	1	q22	CLLU1	574028	NM_001025233
ENSG00000205057	12	92813870	92821924	-1	q22	CLLU1OS	574016	NM_001025232
ENSG00000109220	4	54875956	54930857	-1	q12	CHIC2	26511	NM_012110
ENSG00000136826	9	110247133	110252763	-1	q31.2	KLF4	9314	NM_004235
ENSG00000100883	14	35452104	35498773	1	q13.2	SRP54	6729,650638	NM_003136,NM_001146282
ENSG00000100890	14	35591769	35743268	1	q13.2	KIAA0391	9692	NM_014672
ENSG00000111540	12	56367862	56388469	1	q13.2	RAB5B	5869	NM_002868
ENSG00000256620	HSCHR15_1_CTG4	28623750	28637135	1	null	null	null	null
ENSG00000136830	9	130267618	130341268	-1	q34.11	FAM129B	64855	NM_022833,NM_001035534
ENSG00000256621	1	115227753	115229892	1	p13.2	null	null	null
ENSG00000135502	12	58013310	58019934	1	q13.3	SLC26A10	65012	NM_133489
ENSG00000136834	9	125239220	125240235	-1	q33.2	OR1J1	347168	NM_001004451
ENSG00000148814	10	134145614	134195010	1	q26.3	LRRC27	80313	NR_026559,NM_001143757,NM_001143758,NM_001143759,NM_030626
ENSG00000230000	7	62809239	62812151	1	q11.21	null	100509588,100506447	null
ENSG00000243317	7	135347244	135378166	1	q33	null	100289196,647087	NM_001130929
ENSG00000110218	11	93862094	93915138	1	q21	PANX1	24145	NM_015368
ENSG00000256628	3	101395274	101396431	1	q12.3	null	null	NR_024407
ENSG00000135506	12	58087738	58115338	1	q13.3	OS9	10956	NM_006812,NM_001017956,NM_001017957,NM_001017958
ENSG00000112877	5	612387	667283	1	p15.33	CEP72	55722	NM_018140
ENSG00000256622	5	43086728	43087355	1	p12	null	null	null
ENSG00000256623	12	52213565	52216197	-1	q13.13	null	null	null
ENSG00000100897	14	24583989	24594448	1	q11.2	DCAF11	80344	NM_181357,NM_025230,NM_001163484,NR_028100
ENSG00000136839	9	107379529	107380485	-1	q31.1	OR13C9	286362	NM_001001956
ENSG00000124831	2	238536219	238722325	1	q37.3	LRRFIP1	9208	NM_001137550,NM_004735,NM_001137552,NM_001137553
ENSG00000112874	5	102884556	102898494	-1	q21.2	NUDT12	83594	NM_031438
ENSG00000205060	7	133974084	134001803	-1	q33	SLC35B4	84912	NM_032826
ENSG00000135503	12	52345451	52390862	1	q13.13	ACVR1B	91	NM_004302,NM_020327,NM_020328
ENSG00000206394	HSCHR6_MHC_QBL	31688591	31697781	-1	null	null	1192	null
ENSG00000206395	HSCHR6_MHC_QBL	31685048	31688627	-1	null	null	23564	null
ENSG00000206396	HSCHR6_MHC_QBL	31676607	31684720	1	null	null	80739	null
ENSG00000124839	2	238482965	238510257	-1	q37.3	RAB17	64284	NM_022449,NR_033308
ENSG00000206398	HSCHR6_MHC_QBL	31676661	31679858	-1	null	null	80740	null
ENSG00000256613	2	211179116	211179499	1	q34	null	null	null
ENSG00000232671	1	151252500	151254405	-1	q21.3	null	null	null
ENSG00000136840	9	130670114	130679317	-1	q34.11	ST6GALNAC4	27090	NM_175040,NM_175039
ENSG00000256624	15	23157964	23159115	-1	q11.2	null	null	null
ENSG00000256632	12	133264635	133297276	1	q24.33	null	null	null
ENSG00000232674	1	70701018	70702038	-1	p31.1	null	null	null
ENSG00000122203	5	175773064	175788971	-1	q35.2	KIAA1191	57179	NM_001079684,NM_001079685,NM_020444
ENSG00000148824	10	135207598	135234811	1	q26.3	null	92170	NM_138384
ENSG00000111554	12	68666223	68726161	-1	q15	MDM1	56890	NM_020128,NM_017440
ENSG00000148826	10	134598300	134599556	-1	q26.3	NKX6-2	84504	NM_177400
ENSG00000135517	12	56843286	56848435	-1	q13.3	MIP	4284	NM_012064
ENSG00000148828	GL000228.1	30530	32226	-1	null	null	null	null
ENSG00000135519	12	49932940	49952059	1	q13.12	KCNH3	23416	NM_012284
ENSG00000255307	11	6190560	6191638	-1	p15.4	OR52B2	255725	NM_001004052
ENSG00000136842	9	100263462	100364023	1	q22.33	TMOD1	7111	NM_003275,NM_001166116
ENSG00000255302	15	49170298	49172190	1	q21.1	EID1	23741	NM_014335
ENSG00000256638	6	4809887	4811623	-1	p25.1	null	null	null
ENSG00000256635	17	48272606	48272683	1	q21.33	null	null	null
ENSG00000256636	16	56710044	56711676	1	q13	null	null	null
ENSG00000136848	9	124329336	124547809	1	q33.2	DAB2IP	153090	NM_138709,NM_032552
ENSG00000256639	2	211173654	211174390	1	q34	null	null	null
ENSG00000205076	19	39261608	39264157	-1	q13.2	LGALS7	653499,3963	NM_002307
ENSG00000205078	16	77233349	77246976	1	q23.1	SYCE1L	100130958	NM_001129979
ENSG00000231350	HSCHR6_MHC_APD	30959737	30965917	1	null	null	null	null
ENSG00000256641	17	75558384	75558452	1	q25.3	null	null	null
ENSG00000135521	6	144164481	144184949	1	q24.2	LTV1	84946	NM_032860
ENSG00000148832	10	135192695	135205198	1	q26.3	PAOX	196743	NM_152911,NM_207127,NM_207128
ENSG00000136854	9	130374540	130457460	1	q34.11	STXBP1	6812	NM_001032221,NM_003165
ENSG00000123545	6	97337189	97345757	-1	q16.1	NDUFAF4	29078	NM_014165
ENSG00000135525	6	136663875	136871792	-1	q23.3	MAP7	9053	NM_001198609,NM_001198618,NM_001198619,NM_001198611,NM_001198614,NM_001198615,NM_001198616,NM_001198617,NM_003980,NM_001198608
ENSG00000256647	5	69782619	69784667	-1	q13.2	null	null	null
ENSG00000255317	11	126862348	126865354	1	q24.2	null	null	null
ENSG00000256648	7	102006489	102067112	1	q22.1	null	null	null
ENSG00000256644	16	686817	688620	1	p13.3	null	null	null
ENSG00000256645	1	326537	327397	-1	p36.33	null	null	null
ENSG00000256646	7	42948872	42971773	-1	p14.1	null	5683	null
ENSG00000110237	11	73019334	73080136	1	q13.4	ARHGEF17	9828	NM_014786
ENSG00000161800	12	50382945	50419307	-1	q13.12	RACGAP1	29127	NM_001126103,NM_001126104,NM_013277,NR_026583
ENSG00000243335	7	66093868	66276446	1	q11.21	KCTD7	154881,27342	NM_153033,NM_001167961
ENSG00000148835	10	105127724	105148822	1	q24.33	TAF5	6877	NM_006951
ENSG00000256642	16	33961052	33962503	-1	p11.2	NCRNA00273	null	null
ENSG00000205081	X	36246735	36403431	1	p21.1	CXorf30	645090	NM_001098843
ENSG00000161807	19	9225274	9226439	-1	p13.2	OR7G1	125962	NM_001005192
ENSG00000003756	3	50126341	50156454	1	p21.31	RBM5	10181	NM_005778,NR_036627
ENSG00000255310	8	10964720	10967428	-1	p23.1	null	null	null
ENSG00000205085	7	128312342	128326929	1	q32.1	FAM71F2	346653	NM_001012454,NM_001128926
ENSG00000205086	2	42162508	42181406	-1	p21	null	null	null
ENSG00000109255	4	56461396	56502865	-1	q12	NMU	10874	NM_006681
ENSG00000148834	10	105995114	106027217	1	q25.1	GSTO1	9446	NM_001191002,NM_004832,NM_001191003
ENSG00000205089	5	132083137	132089856	1	q31.1	CCNI2	645121	NM_001039780
ENSG00000205084	16	75572017	75590170	-1	q23.1	TMEM231	79583	NM_001077416,NM_001077418,NM_001077419
ENSG00000112893	5	109025067	109205326	1	q21.3	MAN2A1	4124	NM_002372
ENSG00000231360	1	144339738	144521058	1	q21.1	null	730256	null
ENSG00000148840	10	103892787	103910082	1	q24.32	PPRC1	23082	NM_015062
ENSG00000123552	6	99880190	99969604	-1	q16.2	USP45	85015	NM_001080481
ENSG00000256653	11	118834459	118842875	-1	q23.3	null	null	null
ENSG00000230034	HSCHR6_MHC_DBB	32786475	32790461	-1	null	null	5696	null
ENSG00000134202	1	110276554	110284384	-1	p13.3	GSTM3	2947	NR_024537,NM_000849
ENSG00000135535	6	109687717	109703762	-1	q21	CD164	8763	NM_001142402,NM_001142403,NM_001142401,NM_001142404,NM_006016
ENSG00000256656	3	166900407	166900469	-1	q26.1	null	null	null
ENSG00000135537	6	108616098	108847999	1	q21	LACE1	246269	NM_145315
ENSG00000148848	10	127700950	128077024	-1	q26.2	ADAM12	8038	NM_021641,NM_003474
ENSG00000134207	1	114631914	114696541	-1	p13.2	SYT6	148281	NM_205848
ENSG00000122224	1	160765896	160798045	1	q23.3	LY9	4063	NM_001033667,NM_002348
ENSG00000134200	1	115572415	115576941	1	p13.2	TSHB	7252	NM_000549
ENSG00000134201	1	110254877	110260888	1	p13.3	GSTM5	2949	NM_000851
ENSG00000122218	1	160259063	160313190	-1	q23.2	COPA	1314	NM_004371,NM_001098398
ENSG00000110245	11	116700422	116703788	1	q23.3	APOC3	345	NM_000040
ENSG00000244672	HSCHR6_MHC_DBB	31619078	31623506	1	null	null	58496	null
ENSG00000256652	7	66369107	66370643	1	q11.21	null	100508900	null
ENSG00000205090	1	1470554	1475833	-1	p36.33	C1orf70	339453	NM_001114748
ENSG00000122223	1	160799950	160832692	-1	q23.3	CD244	51744	NM_016382,NM_001166663,NM_001166664
ENSG00000242019	19	55235984	55248003	1	q13.42	KIR3DL3	115653	NM_153443
ENSG00000136866	9	115800660	115818996	-1	q32	ZFP37	7539	NM_003408
ENSG00000136861	9	123151147	123342448	-1	q33.2	CDK5RAP2	55755	NM_018249,NM_001011649
ENSG00000256649	17	7589929	7590237	1	p13.1	null	null	null
ENSG00000217075	2	36758948	36779411	-1	p22.2	null	null	null
ENSG00000205097	4	190945506	190948412	-1	q35.2	FRG2	100288255,448831	NM_001199232,NM_001005217
ENSG00000109265	4	57036361	57194791	1	q12	KIAA1211	57482	NM_020722
ENSG00000229058	HSCHR6_MHC_MANN	32188172	32191528	-1	null	null	177	null
ENSG00000230031	15	21040701	21071662	-1	q11.2	null	100287399	null
ENSG00000231370	HSCHR6_MHC_DBB	31570672	31587723	1	null	null	null	null
ENSG00000123560	X	103028647	103047548	1	q22.2	PLP1	5354	NM_001128834,NM_199478,NM_000533
ENSG00000255330	6	127759551	127840146	-1	q22.33	null	387104	NM_001012279
ENSG00000135541	6	135604670	135830219	-1	q23.3	AHI1	54806	NM_017651,NM_001134830,NM_001134831,NM_001134832
ENSG00000255332	11	91528473	91545460	1	q14.3	null	null	null
ENSG00000135540	6	138743180	139013708	-1	q24.1	NHSL1	57224	NM_001144060,NM_020464
ENSG00000123562	X	102930424	102943086	-1	q22.2	MORF4L2	9643	NM_012286,NM_001142419,NM_001142432,NM_001142430,NM_001142431,NM_001142420,NM_001142421,NM_001142422,NM_001142423,NM_001142424,NM_001142425,NM_001142426,NM_001142427,NM_001142429,NM_001142418,NM_001142428
ENSG00000242022	HSCHR6_MHC_DBB	29341259	29417808	-1	null	null	81797	null
ENSG00000254004	19	37001597	37019562	-1	q13.12	ZNF260	339324	NM_001012756,NM_001166036,NM_001166037,NM_001166038
ENSG00000135547	6	126068810	126082415	1	q22.31	HEY2	23493	NM_012259
ENSG00000256669	HG996_PATCH	132828471	132910380	-1	null	null	null	null
ENSG00000135549	6	122793062	123047518	1	q22.31	PKIB	5570	NM_181794,NM_181795,NM_032471
ENSG00000255339	10	102265385	102289638	-1	q24.31	null	null	null
